,competênciamov,município,seção,saldomovimentação,sexo,graudeinstrução
20893,2023-12-01,Pb-Santa Luzia,Informação e Comunicação,1,Homem,4
20894,2023-12-01,Pb-Santa Luzia,Informação e Comunicação,1,Mulher,6
20895,2023-12-01,Pb-Santa Luzia,"Transporte, Armazenagem e Correio",-1,Homem,1
20896,2023-12-01,Pb-Santa Luzia,"Transporte, Armazenagem e Correio",1,Homem,2
20897,2023-12-01,Pb-Santa Rita,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Homem,44
20898,2023-12-01,Pb-Santa Rita,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Mulher,1
20899,2023-12-01,Pb-Santa Rita,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",1,Homem,10
20900,2023-12-01,Pb-Santa Rita,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",1,Mulher,1
20901,2023-12-01,Pb-Santa Rita,Alojamento e Alimentação,-1,Homem,2
20902,2023-12-01,Pb-Santa Rita,Alojamento e Alimentação,-1,Mulher,7
20903,2023-12-01,Pb-Santa Rita,Alojamento e Alimentação,1,Homem,1
20904,2023-12-01,Pb-Santa Rita,Alojamento e Alimentação,1,Mulher,4
20905,2023-12-01,Pb-Santa Rita,"Artes, Cultura, Esporte e Recreação",-1,Homem,1
20906,2023-12-01,Pb-Santa Rita,"Artes, Cultura, Esporte e Recreação",1,Homem,1
20907,2023-12-01,Pb-Santa Rita,Atividades Administrativas e Serviços Complementares,-1,Homem,9
20908,2023-12-01,Pb-Santa Rita,Atividades Administrativas e Serviços Complementares,1,Homem,3
20909,2023-12-01,Pb-Santa Rita,"Atividades Financeiras, de Seguros e Serviços Relacionados",-1,Mulher,1
20910,2023-12-01,Pb-Santa Rita,Atividades Imobiliárias,1,Homem,1
20911,2023-12-01,Pb-Santa Rita,"Atividades Profissionais, Científicas e Técnicas",-1,Homem,1
20912,2023-12-01,Pb-Santa Rita,"Atividades Profissionais, Científicas e Técnicas",-1,Mulher,1
20913,2023-12-01,Pb-Santa Rita,"Atividades Profissionais, Científicas e Técnicas",1,Homem,1
20914,2023-12-01,Pb-Santa Rita,"Atividades Profissionais, Científicas e Técnicas",1,Mulher,1
20915,2023-12-01,Pb-Santa Rita,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,68
20916,2023-12-01,Pb-Santa Rita,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,27
20917,2023-12-01,Pb-Santa Rita,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,61
20918,2023-12-01,Pb-Santa Rita,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,29
20919,2023-12-01,Pb-Santa Rita,Construção,-1,Homem,10
20920,2023-12-01,Pb-Santa Rita,Construção,-1,Mulher,1
20921,2023-12-01,Pb-Santa Rita,Construção,1,Homem,14
20922,2023-12-01,Pb-Santa Rita,Educação,-1,Homem,1
20923,2023-12-01,Pb-Santa Rita,Educação,-1,Mulher,9
20924,2023-12-01,Pb-Santa Rita,Educação,1,Homem,1
20925,2023-12-01,Pb-Santa Rita,Educação,1,Mulher,2
20926,2023-12-01,Pb-Santa Rita,Indústrias de Transformação,-1,Homem,109
20927,2023-12-01,Pb-Santa Rita,Indústrias de Transformação,-1,Mulher,15
20928,2023-12-01,Pb-Santa Rita,Indústrias de Transformação,1,Homem,102
20929,2023-12-01,Pb-Santa Rita,Indústrias de Transformação,1,Mulher,32
20930,2023-12-01,Pb-Santa Rita,Informação e Comunicação,-1,Homem,3
20931,2023-12-01,Pb-Santa Rita,Informação e Comunicação,1,Homem,1
20932,2023-12-01,Pb-Santa Rita,Outras Atividades de Serviços,-1,Homem,4
20933,2023-12-01,Pb-Santa Rita,Outras Atividades de Serviços,-1,Mulher,2
20934,2023-12-01,Pb-Santa Rita,Outras Atividades de Serviços,1,Homem,2
20935,2023-12-01,Pb-Santa Rita,Saúde Humana e Serviços Sociais,-1,Mulher,6
20936,2023-12-01,Pb-Santa Rita,Saúde Humana e Serviços Sociais,1,Homem,1
20937,2023-12-01,Pb-Santa Rita,Saúde Humana e Serviços Sociais,1,Mulher,1
20938,2023-12-01,Pb-Santa Rita,"Transporte, Armazenagem e Correio",-1,Homem,4
20939,2023-12-01,Pb-Santa Rita,"Transporte, Armazenagem e Correio",1,Homem,4
20940,2023-12-01,Pb-Santa Rita,"Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação",-1,Homem,4
20941,2023-12-01,Pb-Santa Rita,"Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação",1,Homem,3
20942,2023-12-01,Pb-Santa Rita,"Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação",1,Mulher,1
20943,2023-12-01,Pb-Santa Teresinha,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Homem,16
20944,2023-12-01,Pb-Santa Teresinha,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Mulher,39
20945,2023-12-01,Pb-Santa Teresinha,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",1,Homem,1
20946,2023-12-01,Pb-Santa Teresinha,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,1
20947,2023-12-01,Pb-Santana dos Garrotes,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,1
20948,2023-12-01,Pb-Santana dos Garrotes,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,5
20949,2023-12-01,Pb-Santana dos Garrotes,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,2
20950,2023-12-01,Pb-Santarem,Construção,1,Homem,1
20951,2023-12-01,Pb-Santarem,Indústrias de Transformação,-1,Homem,1
20952,2023-12-01,Pb-Sao Bentinho,Construção,-1,Homem,1
20953,2023-12-01,Pb-Sao Bentinho,Indústrias de Transformação,-1,Homem,1
20954,2023-12-01,Pb-Sao Bento,Atividades Administrativas e Serviços Complementares,-1,Homem,11
20955,2023-12-01,Pb-Sao Bento,Atividades Administrativas e Serviços Complementares,-1,Mulher,6
20956,2023-12-01,Pb-Sao Bento,Atividades Administrativas e Serviços Complementares,1,Homem,17
20957,2023-12-01,Pb-Sao Bento,Atividades Administrativas e Serviços Complementares,1,Mulher,12
20958,2023-12-01,Pb-Sao Bento,"Atividades Profissionais, Científicas e Técnicas",1,Mulher,4
20959,2023-12-01,Pb-Sao Bento,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,11
20960,2023-12-01,Pb-Sao Bento,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,13
20961,2023-12-01,Pb-Sao Bento,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,20
20962,2023-12-01,Pb-Sao Bento,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,29
20963,2023-12-01,Pb-Sao Bento,Construção,-1,Homem,3
20964,2023-12-01,Pb-Sao Bento,Educação,-1,Mulher,3
20965,2023-12-01,Pb-Sao Bento,Indústrias de Transformação,-1,Homem,15
20966,2023-12-01,Pb-Sao Bento,Indústrias de Transformação,-1,Mulher,2
20967,2023-12-01,Pb-Sao Bento,Indústrias de Transformação,1,Homem,14
20968,2023-12-01,Pb-Sao Bento,Indústrias de Transformação,1,Mulher,4
20969,2023-12-01,Pb-Sao Domingos de Pombal,Construção,1,Homem,3
20970,2023-12-01,Pb-Sao Domingos do Cariri,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,1
20971,2023-12-01,Pb-Sao Joao do Cariri,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
20972,2023-12-01,Pb-Sao Joao do Cariri,Construção,-1,Homem,4
20973,2023-12-01,Pb-Sao Joao do Rio do Peixe,Atividades Administrativas e Serviços Complementares,1,Homem,3
20974,2023-12-01,Pb-Sao Joao do Rio do Peixe,"Atividades Profissionais, Científicas e Técnicas",1,Mulher,1
20975,2023-12-01,Pb-Sao Joao do Rio do Peixe,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,4
20976,2023-12-01,Pb-Sao Joao do Rio do Peixe,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,1
20977,2023-12-01,Pb-Sao Joao do Rio do Peixe,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,2
20978,2023-12-01,Pb-Sao Joao do Rio do Peixe,Construção,-1,Homem,2
20979,2023-12-01,Pb-Sao Joao do Rio do Peixe,Construção,1,Homem,4
20980,2023-12-01,Pb-Sao Joao do Rio do Peixe,Educação,-1,Homem,1
20981,2023-12-01,Pb-Sao Joao do Rio do Peixe,Educação,1,Homem,1
20982,2023-12-01,Pb-Sao Joao do Rio do Peixe,Indústrias Extrativas,-1,Homem,1
20983,2023-12-01,Pb-Sao Joao do Rio do Peixe,Indústrias Extrativas,1,Homem,3
20984,2023-12-01,Pb-Sao Joao do Rio do Peixe,Indústrias de Transformação,-1,Homem,4
20985,2023-12-01,Pb-Sao Joao do Rio do Peixe,Indústrias de Transformação,1,Homem,4
20986,2023-12-01,Pb-Sao Joao do Rio do Peixe,Informação e Comunicação,-1,Homem,3
20987,2023-12-01,Pb-Sao Joao do Rio do Peixe,Informação e Comunicação,1,Homem,1
20988,2023-12-01,Pb-Sao Joao do Tigre,Construção,-1,Homem,1
20989,2023-12-01,Pb-Sao Jose da Lagoa Tapada,Indústrias de Transformação,1,Homem,2
20990,2023-12-01,Pb-Sao Jose de Caiana,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,1
20991,2023-12-01,Pb-Sao Jose de Espinharas,Atividades Administrativas e Serviços Complementares,-1,Mulher,1
20992,2023-12-01,Pb-Sao Jose de Piranhas,"Atividades Profissionais, Científicas e Técnicas",1,Homem,1
20993,2023-12-01,Pb-Sao Jose de Piranhas,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,4
20994,2023-12-01,Pb-Sao Jose de Piranhas,Construção,-1,Homem,2
20995,2023-12-01,Pb-Sao Jose de Piranhas,Educação,-1,Mulher,1
20996,2023-12-01,Pb-Sao Jose de Piranhas,Outras Atividades de Serviços,1,Mulher,1
20997,2023-12-01,Pb-Sao Jose de Princesa,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Homem,1
20998,2023-12-01,Pb-Sao Jose do Bonfim,Outras Atividades de Serviços,1,Homem,1
20999,2023-12-01,Pb-Sao Jose do Bonfim,Outras Atividades de Serviços,1,Mulher,1
21000,2023-12-01,Pb-Sao Jose do Brejo do Cruz,Construção,-1,Homem,1
21001,2023-12-01,Pb-Sao Jose do Sabugi,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,1
21002,2023-12-01,Pb-Sao Jose dos Ramos,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Homem,1
21003,2023-12-01,Pb-Sao Jose dos Ramos,Construção,-1,Homem,2
21004,2023-12-01,Pb-Sao Mamede,Atividades Administrativas e Serviços Complementares,1,Mulher,2
21005,2023-12-01,Pb-Sao Mamede,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
21006,2023-12-01,Pb-Sao Miguel de Taipu,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Homem,1
21007,2023-12-01,Pb-Sao Miguel de Taipu,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,1
21008,2023-12-01,Pb-Sao Miguel de Taipu,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,1
21009,2023-12-01,Pb-Sao Miguel de Taipu,Construção,-1,Homem,6
21010,2023-12-01,Pb-Sao Miguel de Taipu,Indústrias de Transformação,-1,Mulher,1
21011,2023-12-01,Pb-Sao Sebastiao de Lagoa de Roca,Alojamento e Alimentação,-1,Homem,2
21012,2023-12-01,Pb-Sao Sebastiao de Lagoa de Roca,Indústrias de Transformação,-1,Homem,1
21013,2023-12-01,Pb-Sao Sebastiao do Umbuzeiro,Construção,-1,Homem,4
21014,2023-12-01,Pb-Sape,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Homem,5
21015,2023-12-01,Pb-Sape,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Mulher,1
21016,2023-12-01,Pb-Sape,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",1,Homem,8
21017,2023-12-01,Pb-Sape,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",1,Mulher,1
21018,2023-12-01,Pb-Sape,Alojamento e Alimentação,1,Homem,1
21019,2023-12-01,Pb-Sape,Atividades Imobiliárias,-1,Homem,4
21020,2023-12-01,Pb-Sape,Atividades Imobiliárias,1,Homem,1
21021,2023-12-01,Pb-Sape,"Atividades Profissionais, Científicas e Técnicas",-1,Mulher,1
21022,2023-12-01,Pb-Sape,"Atividades Profissionais, Científicas e Técnicas",1,Mulher,1
21023,2023-12-01,Pb-Sape,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,13
21024,2023-12-01,Pb-Sape,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,9
21025,2023-12-01,Pb-Sape,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,5
21026,2023-12-01,Pb-Sape,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,9
21027,2023-12-01,Pb-Sape,Construção,-1,Homem,5
21028,2023-12-01,Pb-Sape,Construção,1,Homem,5
21029,2023-12-01,Pb-Sape,Construção,1,Mulher,1
21030,2023-12-01,Pb-Sape,Indústrias de Transformação,-1,Homem,6
21031,2023-12-01,Pb-Sape,Indústrias de Transformação,1,Homem,3
21032,2023-12-01,Pb-Sape,Outras Atividades de Serviços,1,Homem,2
21033,2023-12-01,Pb-Sape,Saúde Humana e Serviços Sociais,1,Mulher,3
21034,2023-12-01,Pb-Sape,"Transporte, Armazenagem e Correio",1,Homem,1
21035,2023-12-01,Pb-Serido,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
21036,2023-12-01,Pb-Serido,Informação e Comunicação,-1,Homem,1
21037,2023-12-01,Pb-Serido,Informação e Comunicação,1,Homem,1
21038,2023-12-01,Pb-Serido,Informação e Comunicação,1,Mulher,1
21039,2023-12-01,Pb-Serra Branca,Atividades Administrativas e Serviços Complementares,1,Homem,2
21040,2023-12-01,Pb-Serra Branca,"Atividades Profissionais, Científicas e Técnicas",1,Mulher,1
21041,2023-12-01,Pb-Serra Branca,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,5
21042,2023-12-01,Pb-Serra Branca,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,1
21043,2023-12-01,Pb-Serra Branca,Informação e Comunicação,1,Homem,1
21044,2023-12-01,Pb-Serra Branca,Informação e Comunicação,1,Mulher,1
21045,2023-12-01,Pb-Serra Grande,Construção,-1,Homem,1
21046,2023-12-01,Pb-Serra Grande,Construção,1,Homem,3
21047,2023-12-01,Pb-Sertaozinho,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,2
21048,2023-12-01,Pb-Sertaozinho,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,2
21049,2023-12-01,Pb-Sertaozinho,Indústrias de Transformação,1,Homem,3
21050,2023-12-01,Pb-Sobrado,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
21051,2023-12-01,Pb-Sobrado,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,2
21052,2023-12-01,Pb-Sobrado,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,1
21053,2023-12-01,Pb-Solanea,Atividades Administrativas e Serviços Complementares,-1,Homem,4
21054,2023-12-01,Pb-Solanea,Atividades Administrativas e Serviços Complementares,-1,Mulher,2
21055,2023-12-01,Pb-Solanea,Atividades Administrativas e Serviços Complementares,1,Homem,6
21056,2023-12-01,Pb-Solanea,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,3
21057,2023-12-01,Pb-Solanea,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,5
21058,2023-12-01,Pb-Solanea,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,6
21059,2023-12-01,Pb-Solanea,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,5
21060,2023-12-01,Pb-Solanea,Construção,-1,Homem,5
21061,2023-12-01,Pb-Solanea,Construção,1,Homem,3
21062,2023-12-01,Pb-Solanea,Indústrias de Transformação,-1,Homem,1
21063,2023-12-01,Pb-Solanea,Indústrias de Transformação,-1,Mulher,1
21064,2023-12-01,Pb-Solanea,Informação e Comunicação,-1,Homem,1
21065,2023-12-01,Pb-Solanea,Outras Atividades de Serviços,-1,Homem,2
21066,2023-12-01,Pb-Solanea,Outras Atividades de Serviços,-1,Mulher,4
21067,2023-12-01,Pb-Solanea,Saúde Humana e Serviços Sociais,-1,Mulher,1
21068,2023-12-01,Pb-Solanea,Saúde Humana e Serviços Sociais,1,Homem,1
21069,2023-12-01,Pb-Soledade,Alojamento e Alimentação,1,Homem,1
21070,2023-12-01,Pb-Soledade,Alojamento e Alimentação,1,Mulher,2
21071,2023-12-01,Pb-Soledade,"Atividades Profissionais, Científicas e Técnicas",-1,Mulher,1
21072,2023-12-01,Pb-Soledade,"Atividades Profissionais, Científicas e Técnicas",1,Mulher,1
21073,2023-12-01,Pb-Soledade,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,3
21074,2023-12-01,Pb-Soledade,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,2
21075,2023-12-01,Pb-Soledade,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,2
21076,2023-12-01,Pb-Soledade,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,2
21077,2023-12-01,Pb-Soledade,Educação,-1,Homem,1
21078,2023-12-01,Pb-Soledade,Indústrias de Transformação,-1,Homem,5
21079,2023-12-01,Pb-Soledade,Indústrias de Transformação,1,Mulher,1
21080,2023-12-01,Pb-Soledade,"Transporte, Armazenagem e Correio",-1,Homem,1
21081,2023-12-01,Pb-Sossego,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,1
21082,2023-12-01,Pb-Sousa,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",1,Homem,1
21083,2023-12-01,Pb-Sousa,Alojamento e Alimentação,-1,Homem,2
21084,2023-12-01,Pb-Sousa,Alojamento e Alimentação,-1,Mulher,7
21085,2023-12-01,Pb-Sousa,Alojamento e Alimentação,1,Homem,2
21086,2023-12-01,Pb-Sousa,Alojamento e Alimentação,1,Mulher,1
21087,2023-12-01,Pb-Sousa,"Artes, Cultura, Esporte e Recreação",-1,Homem,1
21088,2023-12-01,Pb-Sousa,"Artes, Cultura, Esporte e Recreação",1,Homem,11
21089,2023-12-01,Pb-Sousa,Atividades Administrativas e Serviços Complementares,-1,Homem,23
21090,2023-12-01,Pb-Sousa,Atividades Administrativas e Serviços Complementares,-1,Mulher,9
21091,2023-12-01,Pb-Sousa,Atividades Administrativas e Serviços Complementares,1,Homem,25
21092,2023-12-01,Pb-Sousa,Atividades Administrativas e Serviços Complementares,1,Mulher,13
21093,2023-12-01,Pb-Sousa,"Atividades Financeiras, de Seguros e Serviços Relacionados",1,Homem,1
21094,2023-12-01,Pb-Sousa,"Atividades Profissionais, Científicas e Técnicas",-1,Homem,1
21095,2023-12-01,Pb-Sousa,"Atividades Profissionais, Científicas e Técnicas",1,Homem,3
21096,2023-12-01,Pb-Sousa,"Atividades Profissionais, Científicas e Técnicas",1,Mulher,2
21097,2023-12-01,Pb-Sousa,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,43
21098,2023-12-01,Pb-Sousa,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,30
21099,2023-12-01,Pb-Sousa,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,42
21100,2023-12-01,Pb-Sousa,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,31
21101,2023-12-01,Pb-Sousa,Construção,-1,Homem,8
21102,2023-12-01,Pb-Sousa,Construção,-1,Mulher,1
21103,2023-12-01,Pb-Sousa,Construção,1,Homem,7
21104,2023-12-01,Pb-Sousa,Construção,1,Mulher,1
21105,2023-12-01,Pb-Sousa,Educação,-1,Homem,5
21106,2023-12-01,Pb-Sousa,Educação,-1,Mulher,7
21107,2023-12-01,Pb-Sousa,Educação,1,Homem,2
21108,2023-12-01,Pb-Sousa,Educação,1,Mulher,4
21109,2023-12-01,Pb-Sousa,Indústrias de Transformação,-1,Homem,26
21110,2023-12-01,Pb-Sousa,Indústrias de Transformação,-1,Mulher,3
21111,2023-12-01,Pb-Sousa,Indústrias de Transformação,1,Homem,33
21112,2023-12-01,Pb-Sousa,Indústrias de Transformação,1,Mulher,5
21113,2023-12-01,Pb-Sousa,Informação e Comunicação,-1,Homem,1
21114,2023-12-01,Pb-Sousa,Outras Atividades de Serviços,-1,Homem,3
21115,2023-12-01,Pb-Sousa,Outras Atividades de Serviços,-1,Mulher,6
21116,2023-12-01,Pb-Sousa,Outras Atividades de Serviços,1,Homem,2
21117,2023-12-01,Pb-Sousa,Outras Atividades de Serviços,1,Mulher,5
21118,2023-12-01,Pb-Sousa,Saúde Humana e Serviços Sociais,-1,Homem,1
21119,2023-12-01,Pb-Sousa,Saúde Humana e Serviços Sociais,-1,Mulher,5
21120,2023-12-01,Pb-Sousa,Saúde Humana e Serviços Sociais,1,Homem,1
21121,2023-12-01,Pb-Sousa,Saúde Humana e Serviços Sociais,1,Mulher,1
21122,2023-12-01,Pb-Sousa,"Transporte, Armazenagem e Correio",-1,Homem,4
21123,2023-12-01,Pb-Sousa,"Transporte, Armazenagem e Correio",-1,Mulher,1
21124,2023-12-01,Pb-Sousa,"Transporte, Armazenagem e Correio",1,Homem,30
21125,2023-12-01,Pb-Sousa,"Transporte, Armazenagem e Correio",1,Mulher,17
21126,2023-12-01,Pb-Sousa,"Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação",-1,Homem,4
21127,2023-12-01,Pb-Sousa,"Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação",1,Homem,1
21128,2023-12-01,Pb-Sume,"Atividades Profissionais, Científicas e Técnicas",-1,Mulher,1
21129,2023-12-01,Pb-Sume,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,8
21130,2023-12-01,Pb-Sume,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,2
21131,2023-12-01,Pb-Sume,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,7
21132,2023-12-01,Pb-Sume,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,2
21133,2023-12-01,Pb-Sume,Construção,-1,Homem,1
21134,2023-12-01,Pb-Sume,Construção,1,Homem,2
21135,2023-12-01,Pb-Sume,Educação,-1,Homem,2
21136,2023-12-01,Pb-Sume,Educação,-1,Mulher,4
21137,2023-12-01,Pb-Sume,Indústrias de Transformação,-1,Homem,1
21138,2023-12-01,Pb-Sume,Indústrias de Transformação,-1,Mulher,1
21139,2023-12-01,Pb-Sume,Indústrias de Transformação,1,Homem,1
21140,2023-12-01,Pb-Sume,Informação e Comunicação,1,Homem,3
21141,2023-12-01,Pb-Taperoa,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,2
21142,2023-12-01,Pb-Taperoa,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,1
21143,2023-12-01,Pb-Taperoa,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,1
21144,2023-12-01,Pb-Taperoa,Educação,-1,Mulher,1
21145,2023-12-01,Pb-Taperoa,Indústrias de Transformação,-1,Homem,1
21146,2023-12-01,Pb-Taperoa,Saúde Humana e Serviços Sociais,-1,Mulher,1
21147,2023-12-01,Pb-Tavares,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
21148,2023-12-01,Pb-Tavares,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,1
21149,2023-12-01,Pb-Tavares,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,1
21150,2023-12-01,Pb-Tavares,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,3
21151,2023-12-01,Pb-Tavares,Construção,-1,Homem,5
21152,2023-12-01,Pb-Tavares,Informação e Comunicação,-1,Homem,1
21153,2023-12-01,Pb-Teixeira,"Atividades Profissionais, Científicas e Técnicas",1,Mulher,1
21154,2023-12-01,Pb-Teixeira,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,1
21155,2023-12-01,Pb-Teixeira,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,1
21156,2023-12-01,Pb-Teixeira,Construção,-1,Homem,18
21157,2023-12-01,Pb-Teixeira,Construção,-1,Mulher,1
21158,2023-12-01,Pb-Teixeira,Construção,1,Homem,3
21159,2023-12-01,Pb-Teixeira,Outras Atividades de Serviços,1,Homem,4
21160,2023-12-01,Pb-Teixeira,Outras Atividades de Serviços,1,Mulher,3
21161,2023-12-01,Pb-Tenorio,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
21162,2023-12-01,Pb-Tenorio,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,1
21163,2023-12-01,Pb-Tenorio,Indústrias Extrativas,-1,Homem,3
21164,2023-12-01,Pb-Triunfo,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
21165,2023-12-01,Pb-Triunfo,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,1
21166,2023-12-01,Pb-Uirauna,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Homem,1
21167,2023-12-01,Pb-Uirauna,Atividades Administrativas e Serviços Complementares,-1,Homem,2
21168,2023-12-01,Pb-Uirauna,Atividades Administrativas e Serviços Complementares,1,Homem,2
21169,2023-12-01,Pb-Uirauna,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,3
21170,2023-12-01,Pb-Uirauna,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,2
21171,2023-12-01,Pb-Uirauna,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,2
21172,2023-12-01,Pb-Uirauna,Educação,1,Homem,1
21173,2023-12-01,Pb-Uirauna,Outras Atividades de Serviços,1,Mulher,1
21174,2023-12-01,Pb-Umbuzeiro,"Artes, Cultura, Esporte e Recreação",1,Homem,1
21175,2023-12-01,Pb-Umbuzeiro,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,2
21176,2023-12-01,Pb-Umbuzeiro,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,1
21177,2023-12-01,Pb-Vieiropolis,Atividades Administrativas e Serviços Complementares,1,Homem,1
21178,2023-12-01,Pb-Vista Serrana,Atividades Administrativas e Serviços Complementares,1,Homem,1
21179,2023-12-01,Pb-Zabele,"Administração Pública, Defesa e Seguridade Social",-1,Mulher,1
21180,2024-01-01,Pb-Agua Branca,"Atividades Profissionais, Científicas e Técnicas",-1,Homem,1
21181,2024-01-01,Pb-Agua Branca,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
21182,2024-01-01,Pb-Agua Branca,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,2
21183,2024-01-01,Pb-Agua Branca,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,1
21184,2024-01-01,Pb-Aguiar,Indústrias de Transformação,-1,Homem,5
