,competênciamov,município,seção,saldomovimentação,sexo,graudeinstrução
6917,2023-04-01,Pb-Santa Rita,Saúde Humana e Serviços Sociais,1,Mulher,2
6918,2023-04-01,Pb-Santa Rita,"Transporte, Armazenagem e Correio",-1,Homem,10
6919,2023-04-01,Pb-Santa Rita,"Transporte, Armazenagem e Correio",-1,Mulher,1
6920,2023-04-01,Pb-Santa Rita,"Transporte, Armazenagem e Correio",1,Homem,5
6921,2023-04-01,Pb-Santa Rita,"Transporte, Armazenagem e Correio",1,Mulher,1
6922,2023-04-01,Pb-Santa Rita,"Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação",-1,Homem,5
6923,2023-04-01,Pb-Santa Rita,"Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação",-1,Mulher,1
6924,2023-04-01,Pb-Santa Rita,"Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação",1,Homem,7
6925,2023-04-01,Pb-Santa Rita,"Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação",1,Mulher,2
6926,2023-04-01,Pb-Santa Teresinha,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Homem,1
6927,2023-04-01,Pb-Santa Teresinha,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
6928,2023-04-01,Pb-Santa Teresinha,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,1
6929,2023-04-01,Pb-Santa Teresinha,Construção,-1,Homem,2
6930,2023-04-01,Pb-Santana de Mangueira,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,1
6931,2023-04-01,Pb-Santarem,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,1
6932,2023-04-01,Pb-Santo Andre,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",1,Homem,2
6933,2023-04-01,Pb-Santo Andre,"Atividades Profissionais, Científicas e Técnicas",1,Homem,1
6934,2023-04-01,Pb-Santo Andre,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,1
6935,2023-04-01,Pb-Sao Bentinho,"Atividades Profissionais, Científicas e Técnicas",1,Mulher,1
6936,2023-04-01,Pb-Sao Bento,Alojamento e Alimentação,1,Homem,3
6937,2023-04-01,Pb-Sao Bento,"Artes, Cultura, Esporte e Recreação",1,Homem,1
6938,2023-04-01,Pb-Sao Bento,Atividades Administrativas e Serviços Complementares,-1,Homem,9
6939,2023-04-01,Pb-Sao Bento,Atividades Administrativas e Serviços Complementares,-1,Mulher,4
6940,2023-04-01,Pb-Sao Bento,Atividades Administrativas e Serviços Complementares,1,Homem,10
6941,2023-04-01,Pb-Sao Bento,Atividades Administrativas e Serviços Complementares,1,Mulher,1
6942,2023-04-01,Pb-Sao Bento,"Atividades Profissionais, Científicas e Técnicas",-1,Homem,1
6943,2023-04-01,Pb-Sao Bento,"Atividades Profissionais, Científicas e Técnicas",-1,Mulher,1
6944,2023-04-01,Pb-Sao Bento,"Atividades Profissionais, Científicas e Técnicas",1,Homem,3
6945,2023-04-01,Pb-Sao Bento,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,9
6946,2023-04-01,Pb-Sao Bento,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,13
6947,2023-04-01,Pb-Sao Bento,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,21
6948,2023-04-01,Pb-Sao Bento,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,14
6949,2023-04-01,Pb-Sao Bento,Construção,-1,Homem,3
6950,2023-04-01,Pb-Sao Bento,Indústrias de Transformação,-1,Homem,16
6951,2023-04-01,Pb-Sao Bento,Indústrias de Transformação,-1,Mulher,2
6952,2023-04-01,Pb-Sao Bento,Indústrias de Transformação,1,Homem,18
6953,2023-04-01,Pb-Sao Bento,Indústrias de Transformação,1,Mulher,1
6954,2023-04-01,Pb-Sao Bento,Saúde Humana e Serviços Sociais,1,Mulher,1
6955,2023-04-01,Pb-Sao Domingos de Pombal,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",1,Homem,1
6956,2023-04-01,Pb-Sao Domingos de Pombal,Indústrias de Transformação,-1,Homem,2
6957,2023-04-01,Pb-Sao Domingos de Pombal,Indústrias de Transformação,1,Homem,1
6958,2023-04-01,Pb-Sao Domingos do Cariri,Construção,-1,Homem,1
6959,2023-04-01,Pb-Sao Francisco,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,2
6960,2023-04-01,Pb-Sao Francisco,Construção,-1,Homem,1
6961,2023-04-01,Pb-Sao Joao do Cariri,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,1
6962,2023-04-01,Pb-Sao Joao do Cariri,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,2
6963,2023-04-01,Pb-Sao Joao do Cariri,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,3
6964,2023-04-01,Pb-Sao Joao do Rio do Peixe,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Homem,2
6965,2023-04-01,Pb-Sao Joao do Rio do Peixe,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",1,Homem,1
6966,2023-04-01,Pb-Sao Joao do Rio do Peixe,Alojamento e Alimentação,-1,Mulher,1
6967,2023-04-01,Pb-Sao Joao do Rio do Peixe,Atividades Administrativas e Serviços Complementares,-1,Homem,1
6968,2023-04-01,Pb-Sao Joao do Rio do Peixe,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
6969,2023-04-01,Pb-Sao Joao do Rio do Peixe,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,2
6970,2023-04-01,Pb-Sao Joao do Rio do Peixe,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,1
6971,2023-04-01,Pb-Sao Joao do Rio do Peixe,Educação,-1,Homem,1
6972,2023-04-01,Pb-Sao Joao do Rio do Peixe,Educação,-1,Mulher,1
6973,2023-04-01,Pb-Sao Joao do Rio do Peixe,Indústrias de Transformação,-1,Homem,3
6974,2023-04-01,Pb-Sao Joao do Rio do Peixe,Indústrias de Transformação,-1,Mulher,1
6975,2023-04-01,Pb-Sao Joao do Rio do Peixe,Indústrias de Transformação,1,Homem,2
6976,2023-04-01,Pb-Sao Jose da Lagoa Tapada,"Atividades Profissionais, Científicas e Técnicas",-1,Homem,1
6977,2023-04-01,Pb-Sao Jose da Lagoa Tapada,"Atividades Profissionais, Científicas e Técnicas",1,Mulher,1
6978,2023-04-01,Pb-Sao Jose de Caiana,Atividades Administrativas e Serviços Complementares,-1,Mulher,1
6979,2023-04-01,Pb-Sao Jose de Espinharas,Construção,-1,Homem,1
6980,2023-04-01,Pb-Sao Jose de Espinharas,Construção,1,Homem,2
6981,2023-04-01,Pb-Sao Jose de Piranhas,Alojamento e Alimentação,-1,Homem,1
6982,2023-04-01,Pb-Sao Jose de Piranhas,Alojamento e Alimentação,1,Homem,1
6983,2023-04-01,Pb-Sao Jose de Piranhas,Atividades Administrativas e Serviços Complementares,1,Homem,2
6984,2023-04-01,Pb-Sao Jose de Piranhas,"Atividades Profissionais, Científicas e Técnicas",1,Homem,1
6985,2023-04-01,Pb-Sao Jose de Piranhas,"Atividades Profissionais, Científicas e Técnicas",1,Mulher,1
6986,2023-04-01,Pb-Sao Jose de Piranhas,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,3
6987,2023-04-01,Pb-Sao Jose de Piranhas,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,3
6988,2023-04-01,Pb-Sao Jose de Piranhas,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,1
6989,2023-04-01,Pb-Sao Jose de Piranhas,Construção,-1,Homem,1
6990,2023-04-01,Pb-Sao Jose de Piranhas,Indústrias de Transformação,-1,Homem,1
6991,2023-04-01,Pb-Sao Jose de Princesa,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
6992,2023-04-01,Pb-Sao Jose de Princesa,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,1
6993,2023-04-01,Pb-Sao Jose do Bonfim,Atividades Administrativas e Serviços Complementares,1,Homem,5
6994,2023-04-01,Pb-Sao Jose do Brejo do Cruz,Construção,-1,Homem,1
6995,2023-04-01,Pb-Sao Jose do Sabugi,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,4
6996,2023-04-01,Pb-Sao Jose do Sabugi,Indústrias de Transformação,-1,Homem,1
6997,2023-04-01,Pb-Sao Jose dos Cordeiros,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,1
6998,2023-04-01,Pb-Sao Jose dos Cordeiros,Construção,-1,Homem,2
6999,2023-04-01,Pb-Sao Jose dos Cordeiros,Construção,1,Homem,1
7000,2023-04-01,Pb-Sao Jose dos Ramos,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Homem,1
7001,2023-04-01,Pb-Sao Jose dos Ramos,Construção,-1,Homem,12
7002,2023-04-01,Pb-Sao Jose dos Ramos,Informação e Comunicação,1,Homem,1
7003,2023-04-01,Pb-Sao Mamede,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",1,Homem,1
7004,2023-04-01,Pb-Sao Mamede,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
7005,2023-04-01,Pb-Sao Mamede,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,3
7006,2023-04-01,Pb-Sao Miguel de Taipu,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Homem,3
7007,2023-04-01,Pb-Sao Miguel de Taipu,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",1,Homem,1
7008,2023-04-01,Pb-Sao Miguel de Taipu,Atividades Administrativas e Serviços Complementares,1,Homem,1
7009,2023-04-01,Pb-Sao Miguel de Taipu,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,2
7010,2023-04-01,Pb-Sao Miguel de Taipu,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,3
7011,2023-04-01,Pb-Sao Miguel de Taipu,Construção,-1,Homem,2
7012,2023-04-01,Pb-Sao Miguel de Taipu,Construção,1,Homem,1
7013,2023-04-01,Pb-Sao Miguel de Taipu,Indústrias Extrativas,-1,Homem,2
7014,2023-04-01,Pb-Sao Sebastiao de Lagoa de Roca,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,2
7015,2023-04-01,Pb-Sao Sebastiao de Lagoa de Roca,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,3
7016,2023-04-01,Pb-Sao Sebastiao de Lagoa de Roca,Indústrias de Transformação,-1,Homem,2
7017,2023-04-01,Pb-Sao Sebastiao de Lagoa de Roca,Indústrias de Transformação,-1,Mulher,1
7018,2023-04-01,Pb-Sao Sebastiao de Lagoa de Roca,"Transporte, Armazenagem e Correio",-1,Homem,1
7019,2023-04-01,Pb-Sape,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Homem,8
7020,2023-04-01,Pb-Sape,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",1,Homem,2
7021,2023-04-01,Pb-Sape,Alojamento e Alimentação,-1,Mulher,1
7022,2023-04-01,Pb-Sape,Alojamento e Alimentação,1,Homem,1
7023,2023-04-01,Pb-Sape,Alojamento e Alimentação,1,Mulher,3
7024,2023-04-01,Pb-Sape,Atividades Imobiliárias,-1,Homem,2
7025,2023-04-01,Pb-Sape,Atividades Imobiliárias,1,Homem,5
7026,2023-04-01,Pb-Sape,"Atividades Profissionais, Científicas e Técnicas",-1,Mulher,1
7027,2023-04-01,Pb-Sape,"Atividades Profissionais, Científicas e Técnicas",1,Homem,1
7028,2023-04-01,Pb-Sape,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,17
7029,2023-04-01,Pb-Sape,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,14
7030,2023-04-01,Pb-Sape,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,21
7031,2023-04-01,Pb-Sape,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,10
7032,2023-04-01,Pb-Sape,Construção,-1,Homem,6
7033,2023-04-01,Pb-Sape,Construção,1,Homem,1
7034,2023-04-01,Pb-Sape,Educação,-1,Homem,2
7035,2023-04-01,Pb-Sape,Indústrias de Transformação,-1,Homem,2
7036,2023-04-01,Pb-Sape,Indústrias de Transformação,-1,Mulher,2
7037,2023-04-01,Pb-Sape,Indústrias de Transformação,1,Homem,3
7038,2023-04-01,Pb-Sape,Indústrias de Transformação,1,Mulher,5
7039,2023-04-01,Pb-Sape,Outras Atividades de Serviços,-1,Homem,1
7040,2023-04-01,Pb-Sape,Saúde Humana e Serviços Sociais,-1,Mulher,1
7041,2023-04-01,Pb-Sape,"Transporte, Armazenagem e Correio",-1,Homem,2
7042,2023-04-01,Pb-Sape,"Transporte, Armazenagem e Correio",1,Homem,1
7043,2023-04-01,Pb-Serido,Atividades Administrativas e Serviços Complementares,-1,Homem,1
7044,2023-04-01,Pb-Serido,Indústrias Extrativas,1,Homem,1
7045,2023-04-01,Pb-Serra Branca,Atividades Administrativas e Serviços Complementares,1,Homem,1
7046,2023-04-01,Pb-Serra Branca,"Atividades Profissionais, Científicas e Técnicas",-1,Mulher,1
7047,2023-04-01,Pb-Serra Branca,"Atividades Profissionais, Científicas e Técnicas",1,Homem,2
7048,2023-04-01,Pb-Serra Branca,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
7049,2023-04-01,Pb-Serra Branca,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,4
7050,2023-04-01,Pb-Serra Branca,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,7
7051,2023-04-01,Pb-Serra Branca,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,1
7052,2023-04-01,Pb-Serra Branca,Construção,1,Homem,2
7053,2023-04-01,Pb-Serra Branca,Educação,-1,Homem,1
7054,2023-04-01,Pb-Serra Branca,Informação e Comunicação,1,Mulher,1
7055,2023-04-01,Pb-Serra Grande,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,1
7056,2023-04-01,Pb-Serra Grande,Construção,-1,Homem,2
7057,2023-04-01,Pb-Serra Grande,Construção,1,Homem,2
7058,2023-04-01,Pb-Serra Redonda,Atividades Imobiliárias,1,Homem,3
7059,2023-04-01,Pb-Serra Redonda,Indústrias de Transformação,-1,Mulher,1
7060,2023-04-01,Pb-Serra Redonda,"Transporte, Armazenagem e Correio",-1,Homem,1
7061,2023-04-01,Pb-Serra da Raiz,Construção,-1,Homem,1
7062,2023-04-01,Pb-Serra da Raiz,Indústrias de Transformação,1,Homem,3
7063,2023-04-01,Pb-Serraria,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
7064,2023-04-01,Pb-Serraria,Indústrias de Transformação,-1,Homem,2
7065,2023-04-01,Pb-Serraria,Indústrias de Transformação,1,Homem,1
7066,2023-04-01,Pb-Sertaozinho,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,6
7067,2023-04-01,Pb-Sertaozinho,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,1
7068,2023-04-01,Pb-Sertaozinho,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,2
7069,2023-04-01,Pb-Sertaozinho,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,1
7070,2023-04-01,Pb-Sertaozinho,Construção,1,Homem,3
7071,2023-04-01,Pb-Sertaozinho,Indústrias de Transformação,1,Homem,1
7072,2023-04-01,Pb-Sobrado,"Artes, Cultura, Esporte e Recreação",-1,Homem,1
7073,2023-04-01,Pb-Sobrado,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,7
7074,2023-04-01,Pb-Sobrado,Indústrias de Transformação,-1,Homem,1
7075,2023-04-01,Pb-Solanea,Alojamento e Alimentação,1,Mulher,1
7076,2023-04-01,Pb-Solanea,Atividades Administrativas e Serviços Complementares,-1,Homem,5
7077,2023-04-01,Pb-Solanea,Atividades Administrativas e Serviços Complementares,-1,Mulher,1
7078,2023-04-01,Pb-Solanea,Atividades Administrativas e Serviços Complementares,1,Homem,18
7079,2023-04-01,Pb-Solanea,Atividades Administrativas e Serviços Complementares,1,Mulher,7
7080,2023-04-01,Pb-Solanea,"Atividades Profissionais, Científicas e Técnicas",1,Homem,1
7081,2023-04-01,Pb-Solanea,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,8
7082,2023-04-01,Pb-Solanea,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,4
7083,2023-04-01,Pb-Solanea,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,11
7084,2023-04-01,Pb-Solanea,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,8
7085,2023-04-01,Pb-Solanea,Educação,-1,Mulher,1
7086,2023-04-01,Pb-Solanea,Indústrias de Transformação,-1,Homem,1
7087,2023-04-01,Pb-Solanea,Informação e Comunicação,1,Homem,4
7088,2023-04-01,Pb-Solanea,Informação e Comunicação,1,Mulher,1
7089,2023-04-01,Pb-Solanea,Outras Atividades de Serviços,-1,Homem,1
7090,2023-04-01,Pb-Solanea,Outras Atividades de Serviços,-1,Mulher,2
7091,2023-04-01,Pb-Solanea,Outras Atividades de Serviços,1,Mulher,3
7092,2023-04-01,Pb-Soledade,"Atividades Profissionais, Científicas e Técnicas",1,Mulher,2
7093,2023-04-01,Pb-Soledade,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,3
7094,2023-04-01,Pb-Soledade,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,1
7095,2023-04-01,Pb-Soledade,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,3
7096,2023-04-01,Pb-Soledade,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,4
7097,2023-04-01,Pb-Soledade,Construção,-1,Homem,10
7098,2023-04-01,Pb-Soledade,Indústrias de Transformação,-1,Homem,3
7099,2023-04-01,Pb-Soledade,Indústrias de Transformação,1,Homem,9
7100,2023-04-01,Pb-Sousa,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Homem,2
7101,2023-04-01,Pb-Sousa,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Mulher,1
7102,2023-04-01,Pb-Sousa,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",1,Homem,1
7103,2023-04-01,Pb-Sousa,Alojamento e Alimentação,-1,Homem,2
7104,2023-04-01,Pb-Sousa,Alojamento e Alimentação,-1,Mulher,2
7105,2023-04-01,Pb-Sousa,Alojamento e Alimentação,1,Homem,6
7106,2023-04-01,Pb-Sousa,Alojamento e Alimentação,1,Mulher,4
7107,2023-04-01,Pb-Sousa,"Artes, Cultura, Esporte e Recreação",-1,Homem,3
7108,2023-04-01,Pb-Sousa,"Artes, Cultura, Esporte e Recreação",-1,Mulher,1
7109,2023-04-01,Pb-Sousa,"Artes, Cultura, Esporte e Recreação",1,Homem,6
7110,2023-04-01,Pb-Sousa,"Artes, Cultura, Esporte e Recreação",1,Mulher,1
7111,2023-04-01,Pb-Sousa,Atividades Administrativas e Serviços Complementares,-1,Homem,10
7112,2023-04-01,Pb-Sousa,Atividades Administrativas e Serviços Complementares,-1,Mulher,5
7113,2023-04-01,Pb-Sousa,Atividades Administrativas e Serviços Complementares,1,Homem,15
7114,2023-04-01,Pb-Sousa,Atividades Administrativas e Serviços Complementares,1,Mulher,8
7115,2023-04-01,Pb-Sousa,"Atividades Profissionais, Científicas e Técnicas",-1,Homem,4
7116,2023-04-01,Pb-Sousa,"Atividades Profissionais, Científicas e Técnicas",-1,Mulher,1
7117,2023-04-01,Pb-Sousa,"Atividades Profissionais, Científicas e Técnicas",1,Homem,9
7118,2023-04-01,Pb-Sousa,"Atividades Profissionais, Científicas e Técnicas",1,Mulher,2
7119,2023-04-01,Pb-Sousa,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,65
7120,2023-04-01,Pb-Sousa,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,28
7121,2023-04-01,Pb-Sousa,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,50
7122,2023-04-01,Pb-Sousa,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,22
7123,2023-04-01,Pb-Sousa,Construção,-1,Homem,19
7124,2023-04-01,Pb-Sousa,Construção,1,Homem,3
7125,2023-04-01,Pb-Sousa,Educação,-1,Homem,2
7126,2023-04-01,Pb-Sousa,Educação,-1,Mulher,3
7127,2023-04-01,Pb-Sousa,Educação,1,Homem,15
7128,2023-04-01,Pb-Sousa,Educação,1,Mulher,45
7129,2023-04-01,Pb-Sousa,Indústrias de Transformação,-1,Homem,21
7130,2023-04-01,Pb-Sousa,Indústrias de Transformação,-1,Mulher,2
7131,2023-04-01,Pb-Sousa,Indústrias de Transformação,1,Homem,18
7132,2023-04-01,Pb-Sousa,Informação e Comunicação,1,Homem,1
7133,2023-04-01,Pb-Sousa,Informação e Comunicação,1,Mulher,2
7134,2023-04-01,Pb-Sousa,Outras Atividades de Serviços,-1,Homem,2
7135,2023-04-01,Pb-Sousa,Outras Atividades de Serviços,-1,Mulher,2
7136,2023-04-01,Pb-Sousa,Outras Atividades de Serviços,1,Mulher,3
7137,2023-04-01,Pb-Sousa,Saúde Humana e Serviços Sociais,-1,Mulher,3
7138,2023-04-01,Pb-Sousa,Saúde Humana e Serviços Sociais,1,Mulher,11
7139,2023-04-01,Pb-Sousa,"Transporte, Armazenagem e Correio",-1,Homem,5
7140,2023-04-01,Pb-Sousa,"Transporte, Armazenagem e Correio",1,Homem,3
7141,2023-04-01,Pb-Sousa,"Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação",-1,Homem,2
7142,2023-04-01,Pb-Sousa,"Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação",1,Homem,4
7143,2023-04-01,Pb-Sume,Alojamento e Alimentação,-1,Mulher,1
7144,2023-04-01,Pb-Sume,"Artes, Cultura, Esporte e Recreação",-1,Homem,2
7145,2023-04-01,Pb-Sume,"Artes, Cultura, Esporte e Recreação",-1,Mulher,4
7146,2023-04-01,Pb-Sume,Atividades Administrativas e Serviços Complementares,1,Homem,2
7147,2023-04-01,Pb-Sume,Atividades Administrativas e Serviços Complementares,1,Mulher,1
7148,2023-04-01,Pb-Sume,"Atividades Profissionais, Científicas e Técnicas",-1,Mulher,1
7149,2023-04-01,Pb-Sume,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,7
7150,2023-04-01,Pb-Sume,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,4
7151,2023-04-01,Pb-Sume,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,7
7152,2023-04-01,Pb-Sume,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,2
7153,2023-04-01,Pb-Sume,Construção,-1,Homem,1
7154,2023-04-01,Pb-Sume,Educação,-1,Homem,2
7155,2023-04-01,Pb-Sume,Indústrias de Transformação,-1,Homem,1
7156,2023-04-01,Pb-Sume,Outras Atividades de Serviços,-1,Mulher,2
7157,2023-04-01,Pb-Sume,Outras Atividades de Serviços,1,Mulher,1
7158,2023-04-01,Pb-Sume,Saúde Humana e Serviços Sociais,1,Mulher,1
7159,2023-04-01,Pb-Sume,"Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação",-1,Mulher,1
7160,2023-04-01,Pb-Sume,"Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação",1,Mulher,1
7161,2023-04-01,Pb-Taperoa,"Atividades Profissionais, Científicas e Técnicas",-1,Mulher,1
7162,2023-04-01,Pb-Taperoa,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
7163,2023-04-01,Pb-Taperoa,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,1
7164,2023-04-01,Pb-Taperoa,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,6
7165,2023-04-01,Pb-Tavares,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
7166,2023-04-01,Pb-Tavares,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,1
7167,2023-04-01,Pb-Tavares,Construção,-1,Homem,7
7168,2023-04-01,Pb-Tavares,Construção,1,Homem,5
7169,2023-04-01,Pb-Tavares,Informação e Comunicação,-1,Homem,1
7170,2023-04-01,Pb-Tavares,Saúde Humana e Serviços Sociais,-1,Mulher,1
7171,2023-04-01,Pb-Teixeira,Alojamento e Alimentação,-1,Homem,1
7172,2023-04-01,Pb-Teixeira,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,2
7173,2023-04-01,Pb-Teixeira,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,1
7174,2023-04-01,Pb-Teixeira,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,1
7175,2023-04-01,Pb-Teixeira,Construção,-1,Homem,67
7176,2023-04-01,Pb-Teixeira,Construção,1,Homem,33
7177,2023-04-01,Pb-Tenorio,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,1
7178,2023-04-01,Pb-Tenorio,Indústrias Extrativas,-1,Homem,1
7179,2023-04-01,Pb-Tenorio,Indústrias Extrativas,1,Mulher,1
7180,2023-04-01,Pb-Triunfo,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,2
7181,2023-04-01,Pb-Triunfo,Saúde Humana e Serviços Sociais,-1,Mulher,2
7182,2023-04-01,Pb-Uirauna,Atividades Administrativas e Serviços Complementares,-1,Homem,1
7183,2023-04-01,Pb-Uirauna,Atividades Administrativas e Serviços Complementares,-1,Mulher,4
7184,2023-04-01,Pb-Uirauna,Atividades Administrativas e Serviços Complementares,1,Homem,2
7185,2023-04-01,Pb-Uirauna,"Atividades Profissionais, Científicas e Técnicas",1,Mulher,1
7186,2023-04-01,Pb-Uirauna,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,4
7187,2023-04-01,Pb-Uirauna,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,1
7188,2023-04-01,Pb-Uirauna,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,2
7189,2023-04-01,Pb-Uirauna,Indústrias de Transformação,-1,Homem,1
7190,2023-04-01,Pb-Uirauna,Outras Atividades de Serviços,1,Mulher,1
7191,2023-04-01,Pb-Umbuzeiro,"Transporte, Armazenagem e Correio",1,Homem,1
7192,2023-04-01,Pb-Varzea,Construção,-1,Homem,2
7193,2023-04-01,Pb-Varzea,"Transporte, Armazenagem e Correio",-1,Homem,2
7194,2023-04-01,Pb-Vieiropolis,Indústrias Extrativas,-1,Homem,2
7195,2023-04-01,Pb-Vieiropolis,Indústrias Extrativas,1,Homem,1
7196,2023-04-01,Pb-Vista Serrana,Atividades Administrativas e Serviços Complementares,-1,Mulher,1
7197,2023-04-01,Pb-Vista Serrana,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,2
7198,2023-04-01,Pb-Vista Serrana,Construção,-1,Homem,1
7199,2023-05-01,Pb-Agua Branca,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",1,Homem,1
7200,2023-05-01,Pb-Agua Branca,Informação e Comunicação,-1,Homem,1
7201,2023-05-01,Pb-Aguiar,Indústrias de Transformação,1,Homem,9
